--- Detection Log Started: 2025-07-14 11:50:53 ---
Video Source: c:\Users\adity\Desktop\OBJDETECT\data\firedata2.mp4
Base Model: yolov8x.pt
Fire Model: yolofirenew.pt
--------------------------------------------------
[2025-07-14 11:50:53.304 | Frame 0] Base YOLO model loaded: yolov8x.pt
[2025-07-14 11:50:56.750 | Frame 3] Detected VEHICLE: Truck 0.90 (Conf: 0.90, BBox: [579, 472, 826, 658])
[2025-07-14 11:50:56.750 | Frame 3] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [822, 513, 1051, 655])
[2025-07-14 11:50:56.750 | Frame 3] Detected FIRE: FIRE 0.72 (Conf: 0.72, BBox: [271, 232, 410, 288])
[2025-07-14 11:50:56.750 | Frame 3] Detected FIRE: FIRE 0.40 (Conf: 0.40, BBox: [530, 99, 817, 310])
[2025-07-14 11:50:56.750 | Frame 3] Detected FIRE: FIRE 0.31 (Conf: 0.31, BBox: [527, 98, 955, 313])
[2025-07-14 11:50:57.256 | Frame 4] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [176, 387, 369, 679])
[2025-07-14 11:50:57.256 | Frame 4] Detected HUMAN: Person 0.91 (Conf: 0.91, BBox: [349, 383, 535, 678])
[2025-07-14 11:50:57.256 | Frame 4] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1026, 517, 1213, 658])
[2025-07-14 11:50:57.256 | Frame 4] Detected VEHICLE: Truck 0.91 (Conf: 0.91, BBox: [579, 472, 826, 658])
[2025-07-14 11:50:57.256 | Frame 4] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [822, 513, 1051, 654])
[2025-07-14 11:50:57.256 | Frame 4] Detected FIRE: FIRE 0.72 (Conf: 0.72, BBox: [271, 232, 408, 287])
[2025-07-14 11:50:57.762 | Frame 5] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [350, 381, 531, 679])
[2025-07-14 11:50:57.762 | Frame 5] Detected VEHICLE: Car 0.92 (Conf: 0.92, BBox: [1026, 516, 1213, 657])
[2025-07-14 11:50:57.762 | Frame 5] Detected HUMAN: Person 0.90 (Conf: 0.90, BBox: [176, 385, 368, 679])
[2025-07-14 11:50:57.762 | Frame 5] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [822, 514, 1052, 653])
[2025-07-14 11:50:57.762 | Frame 5] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [580, 472, 826, 655])
[2025-07-14 11:50:57.762 | Frame 5] Detected FIRE: FIRE 0.77 (Conf: 0.77, BBox: [269, 230, 416, 288])
[2025-07-14 11:50:57.762 | Frame 5] Detected FIRE: FIRE 0.43 (Conf: 0.43, BBox: [632, 92, 821, 306])
[2025-07-14 11:50:58.253 | Frame 6] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [181, 383, 370, 679])
[2025-07-14 11:50:58.253 | Frame 6] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [352, 379, 533, 680])
[2025-07-14 11:50:58.253 | Frame 6] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1026, 513, 1213, 655])
[2025-07-14 11:50:58.253 | Frame 6] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [580, 466, 827, 654])
[2025-07-14 11:50:58.253 | Frame 6] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [823, 511, 1053, 649])
[2025-07-14 11:50:58.253 | Frame 6] Detected FIRE: FIRE 0.78 (Conf: 0.78, BBox: [265, 225, 433, 286])
[2025-07-14 11:50:58.253 | Frame 6] Detected FIRE: FIRE 0.75 (Conf: 0.75, BBox: [667, 90, 835, 284])
[2025-07-14 11:50:58.253 | Frame 6] Detected FIRE: FIRE 0.44 (Conf: 0.44, BBox: [661, 84, 978, 312])
[2025-07-14 11:50:58.742 | Frame 7] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [181, 383, 370, 679])
[2025-07-14 11:50:58.742 | Frame 7] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [352, 379, 532, 680])
[2025-07-14 11:50:58.742 | Frame 7] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1026, 513, 1213, 655])
[2025-07-14 11:50:58.742 | Frame 7] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [580, 466, 827, 654])
[2025-07-14 11:50:58.742 | Frame 7] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [823, 511, 1053, 649])
[2025-07-14 11:50:58.742 | Frame 7] Detected FIRE: FIRE 0.78 (Conf: 0.78, BBox: [265, 225, 433, 286])
[2025-07-14 11:50:58.742 | Frame 7] Detected FIRE: FIRE 0.76 (Conf: 0.76, BBox: [667, 90, 835, 284])
[2025-07-14 11:50:58.742 | Frame 7] Detected FIRE: FIRE 0.46 (Conf: 0.46, BBox: [663, 83, 979, 313])
[2025-07-14 11:50:59.220 | Frame 8] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [182, 381, 371, 680])
[2025-07-14 11:50:59.220 | Frame 8] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [353, 378, 537, 679])
[2025-07-14 11:50:59.220 | Frame 8] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1026, 512, 1213, 654])
[2025-07-14 11:50:59.220 | Frame 8] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [823, 510, 1053, 650])
[2025-07-14 11:50:59.220 | Frame 8] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [580, 467, 828, 653])
[2025-07-14 11:50:59.220 | Frame 8] Detected FIRE: FIRE 0.79 (Conf: 0.79, BBox: [262, 223, 426, 283])
[2025-07-14 11:50:59.220 | Frame 8] Detected FIRE: FIRE 0.78 (Conf: 0.78, BBox: [658, 82, 838, 275])
[2025-07-14 11:50:59.220 | Frame 8] Detected FIRE: FIRE 0.41 (Conf: 0.41, BBox: [658, 78, 973, 309])
[2025-07-14 11:50:59.740 | Frame 9] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [355, 375, 539, 680])
[2025-07-14 11:50:59.740 | Frame 9] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [185, 380, 371, 679])
[2025-07-14 11:50:59.740 | Frame 9] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1027, 510, 1213, 652])
[2025-07-14 11:50:59.740 | Frame 9] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [823, 507, 1053, 644])
[2025-07-14 11:50:59.740 | Frame 9] Detected VEHICLE: Truck 0.87 (Conf: 0.87, BBox: [581, 465, 830, 651])
[2025-07-14 11:50:59.740 | Frame 9] Detected FIRE: FIRE 0.80 (Conf: 0.80, BBox: [262, 220, 424, 281])
[2025-07-14 11:50:59.740 | Frame 9] Detected FIRE: FIRE 0.61 (Conf: 0.61, BBox: [701, 143, 832, 265])
[2025-07-14 11:50:59.740 | Frame 9] Detected FIRE: FIRE 0.52 (Conf: 0.52, BBox: [698, 96, 839, 267])
[2025-07-14 11:51:00.244 | Frame 10] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [355, 375, 539, 680])
[2025-07-14 11:51:00.244 | Frame 10] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [185, 380, 371, 679])
[2025-07-14 11:51:00.244 | Frame 10] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1027, 510, 1213, 652])
[2025-07-14 11:51:00.244 | Frame 10] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [823, 507, 1053, 644])
[2025-07-14 11:51:00.244 | Frame 10] Detected VEHICLE: Truck 0.87 (Conf: 0.87, BBox: [581, 465, 830, 651])
[2025-07-14 11:51:00.244 | Frame 10] Detected FIRE: FIRE 0.80 (Conf: 0.80, BBox: [262, 219, 426, 282])
[2025-07-14 11:51:00.244 | Frame 10] Detected FIRE: FIRE 0.61 (Conf: 0.61, BBox: [700, 137, 833, 265])
[2025-07-14 11:51:00.244 | Frame 10] Detected FIRE: FIRE 0.52 (Conf: 0.52, BBox: [698, 91, 840, 267])
[2025-07-14 11:51:00.752 | Frame 11] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [356, 374, 542, 680])
[2025-07-14 11:51:00.752 | Frame 11] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [186, 379, 364, 679])
[2025-07-14 11:51:00.752 | Frame 11] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1028, 509, 1213, 650])
[2025-07-14 11:51:00.752 | Frame 11] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [823, 506, 1054, 643])
[2025-07-14 11:51:00.752 | Frame 11] Detected VEHICLE: Truck 0.88 (Conf: 0.88, BBox: [581, 464, 830, 648])
[2025-07-14 11:51:00.752 | Frame 11] Detected FIRE: FIRE 0.81 (Conf: 0.81, BBox: [259, 217, 431, 281])
[2025-07-14 11:51:00.752 | Frame 11] Detected FIRE: FIRE 0.47 (Conf: 0.47, BBox: [714, 189, 845, 260])
[2025-07-14 11:51:01.291 | Frame 12] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [188, 378, 369, 679])
[2025-07-14 11:51:01.291 | Frame 12] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [356, 373, 541, 680])
[2025-07-14 11:51:01.291 | Frame 12] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1027, 509, 1213, 651])
[2025-07-14 11:51:01.291 | Frame 12] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [824, 504, 1054, 644])
[2025-07-14 11:51:01.291 | Frame 12] Detected VEHICLE: Truck 0.85 (Conf: 0.85, BBox: [582, 462, 831, 647])
[2025-07-14 11:51:01.291 | Frame 12] Detected FIRE: FIRE 0.78 (Conf: 0.78, BBox: [258, 214, 426, 279])
[2025-07-14 11:51:01.291 | Frame 12] Detected FIRE: FIRE 0.65 (Conf: 0.65, BBox: [728, 182, 828, 260])
[2025-07-14 11:51:01.794 | Frame 13] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [189, 378, 374, 679])
[2025-07-14 11:51:01.794 | Frame 13] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [1031, 508, 1213, 651])
[2025-07-14 11:51:01.794 | Frame 13] Detected HUMAN: Person 0.90 (Conf: 0.90, BBox: [356, 373, 539, 679])
[2025-07-14 11:51:01.794 | Frame 13] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [824, 504, 1054, 643])
[2025-07-14 11:51:01.794 | Frame 13] Detected VEHICLE: Truck 0.88 (Conf: 0.88, BBox: [583, 462, 831, 645])
[2025-07-14 11:51:01.794 | Frame 13] Detected FIRE: FIRE 0.78 (Conf: 0.78, BBox: [259, 208, 427, 278])
[2025-07-14 11:51:01.794 | Frame 13] Detected FIRE: FIRE 0.69 (Conf: 0.69, BBox: [734, 176, 827, 264])
[2025-07-14 11:51:02.308 | Frame 14] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [190, 377, 374, 679])
[2025-07-14 11:51:02.308 | Frame 14] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1032, 507, 1213, 650])
[2025-07-14 11:51:02.308 | Frame 14] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [824, 504, 1055, 643])
[2025-07-14 11:51:02.308 | Frame 14] Detected HUMAN: Person 0.87 (Conf: 0.87, BBox: [359, 372, 543, 677])
[2025-07-14 11:51:02.308 | Frame 14] Detected VEHICLE: Truck 0.87 (Conf: 0.87, BBox: [585, 461, 831, 645])
[2025-07-14 11:51:02.308 | Frame 14] Detected VEHICLE: Motorcycle 0.51 (Conf: 0.51, BBox: [388, 532, 520, 681])
[2025-07-14 11:51:02.308 | Frame 14] Detected FIRE: FIRE 0.77 (Conf: 0.77, BBox: [254, 200, 446, 278])
[2025-07-14 11:51:02.308 | Frame 14] Detected FIRE: FIRE 0.64 (Conf: 0.64, BBox: [734, 179, 819, 264])
[2025-07-14 11:51:02.802 | Frame 15] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [191, 377, 375, 679])
[2025-07-14 11:51:02.802 | Frame 15] Detected HUMAN: Person 0.91 (Conf: 0.91, BBox: [358, 371, 547, 679])
[2025-07-14 11:51:02.802 | Frame 15] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [1030, 506, 1213, 649])
[2025-07-14 11:51:02.802 | Frame 15] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [825, 504, 1055, 641])
[2025-07-14 11:51:02.802 | Frame 15] Detected VEHICLE: Truck 0.90 (Conf: 0.90, BBox: [584, 459, 832, 644])
[2025-07-14 11:51:02.802 | Frame 15] Detected FIRE: FIRE 0.75 (Conf: 0.75, BBox: [257, 197, 452, 277])
[2025-07-14 11:51:02.802 | Frame 15] Detected FIRE: FIRE 0.36 (Conf: 0.36, BBox: [740, 185, 820, 265])
[2025-07-14 11:51:03.355 | Frame 16] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [193, 375, 375, 679])
[2025-07-14 11:51:03.356 | Frame 16] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [360, 371, 540, 679])
[2025-07-14 11:51:03.356 | Frame 16] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [1029, 505, 1213, 647])
[2025-07-14 11:51:03.356 | Frame 16] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [826, 503, 1056, 638])
[2025-07-14 11:51:03.356 | Frame 16] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [584, 458, 833, 643])
[2025-07-14 11:51:03.356 | Frame 16] Detected FIRE: FIRE 0.79 (Conf: 0.79, BBox: [265, 185, 422, 272])
[2025-07-14 11:51:03.356 | Frame 16] Detected FIRE: FIRE 0.56 (Conf: 0.56, BBox: [721, 183, 826, 256])
[2025-07-14 11:51:04.103 | Frame 17] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [193, 375, 376, 679])
[2025-07-14 11:51:04.103 | Frame 17] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [360, 371, 540, 679])
[2025-07-14 11:51:04.104 | Frame 17] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [1029, 505, 1213, 647])
[2025-07-14 11:51:04.104 | Frame 17] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [826, 503, 1055, 639])
[2025-07-14 11:51:04.104 | Frame 17] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [584, 459, 833, 642])
[2025-07-14 11:51:04.104 | Frame 17] Detected FIRE: FIRE 0.81 (Conf: 0.81, BBox: [267, 186, 427, 273])
[2025-07-14 11:51:04.104 | Frame 17] Detected FIRE: FIRE 0.59 (Conf: 0.59, BBox: [721, 183, 825, 257])
[2025-07-14 11:51:04.846 | Frame 18] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [194, 375, 376, 679])
[2025-07-14 11:51:04.846 | Frame 18] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [360, 370, 540, 679])
[2025-07-14 11:51:04.846 | Frame 18] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [1028, 504, 1213, 646])
[2025-07-14 11:51:04.846 | Frame 18] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [827, 502, 1055, 639])
[2025-07-14 11:51:04.846 | Frame 18] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [584, 459, 833, 640])
[2025-07-14 11:51:04.846 | Frame 18] Detected FIRE: FIRE 0.74 (Conf: 0.74, BBox: [270, 184, 430, 268])
[2025-07-14 11:51:04.846 | Frame 18] Detected FIRE: FIRE 0.52 (Conf: 0.52, BBox: [722, 175, 823, 253])
[2025-07-14 11:51:05.624 | Frame 19] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [196, 375, 376, 679])
[2025-07-14 11:51:05.624 | Frame 19] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [361, 369, 543, 679])
[2025-07-14 11:51:05.624 | Frame 19] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [1029, 504, 1213, 644])
[2025-07-14 11:51:05.624 | Frame 19] Detected VEHICLE: Truck 0.90 (Conf: 0.90, BBox: [585, 458, 833, 640])
[2025-07-14 11:51:05.624 | Frame 19] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [827, 501, 1054, 638])
[2025-07-14 11:51:05.624 | Frame 19] Detected FIRE: FIRE 0.75 (Conf: 0.75, BBox: [269, 189, 434, 269])
[2025-07-14 11:51:05.624 | Frame 19] Detected FIRE: FIRE 0.61 (Conf: 0.61, BBox: [726, 168, 818, 252])
[2025-07-14 11:51:06.379 | Frame 20] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [196, 374, 377, 679])
[2025-07-14 11:51:06.379 | Frame 20] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [363, 369, 544, 680])
[2025-07-14 11:51:06.379 | Frame 20] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [1031, 503, 1213, 643])
[2025-07-14 11:51:06.379 | Frame 20] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [828, 501, 1055, 636])
[2025-07-14 11:51:06.379 | Frame 20] Detected VEHICLE: Truck 0.86 (Conf: 0.86, BBox: [587, 457, 833, 639])
[2025-07-14 11:51:06.379 | Frame 20] Detected FIRE: FIRE 0.69 (Conf: 0.69, BBox: [271, 192, 453, 271])
[2025-07-14 11:51:06.379 | Frame 20] Detected FIRE: FIRE 0.43 (Conf: 0.43, BBox: [624, 155, 828, 250])
[2025-07-14 11:51:06.379 | Frame 20] Detected FIRE: FIRE 0.38 (Conf: 0.38, BBox: [925, 273, 977, 312])
[2025-07-14 11:51:07.122 | Frame 21] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [198, 374, 378, 679])
[2025-07-14 11:51:07.122 | Frame 21] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [363, 367, 542, 679])
[2025-07-14 11:51:07.122 | Frame 21] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [829, 500, 1056, 639])
[2025-07-14 11:51:07.138 | Frame 21] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [587, 456, 834, 638])
[2025-07-14 11:51:07.138 | Frame 21] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [1031, 503, 1213, 642])
[2025-07-14 11:51:07.138 | Frame 21] Detected FIRE: FIRE 0.76 (Conf: 0.76, BBox: [279, 181, 465, 270])
[2025-07-14 11:51:07.138 | Frame 21] Detected FIRE: FIRE 0.67 (Conf: 0.67, BBox: [686, 155, 821, 250])
[2025-07-14 11:51:07.138 | Frame 21] Detected FIRE: FIRE 0.46 (Conf: 0.46, BBox: [639, 152, 829, 255])
[2025-07-14 11:51:07.874 | Frame 22] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [198, 374, 378, 679])
[2025-07-14 11:51:07.874 | Frame 22] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [363, 367, 542, 679])
[2025-07-14 11:51:07.874 | Frame 22] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [829, 500, 1056, 639])
[2025-07-14 11:51:07.874 | Frame 22] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [1031, 503, 1213, 642])
[2025-07-14 11:51:07.874 | Frame 22] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [587, 456, 834, 638])
[2025-07-14 11:51:07.874 | Frame 22] Detected FIRE: FIRE 0.77 (Conf: 0.77, BBox: [279, 181, 465, 270])
[2025-07-14 11:51:07.874 | Frame 22] Detected FIRE: FIRE 0.68 (Conf: 0.68, BBox: [687, 155, 820, 249])
[2025-07-14 11:51:07.874 | Frame 22] Detected FIRE: FIRE 0.46 (Conf: 0.46, BBox: [644, 152, 828, 254])
[2025-07-14 11:51:08.639 | Frame 23] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [198, 373, 378, 679])
[2025-07-14 11:51:08.639 | Frame 23] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [363, 366, 545, 680])
[2025-07-14 11:51:08.639 | Frame 23] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [830, 499, 1056, 638])
[2025-07-14 11:51:08.639 | Frame 23] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [1031, 502, 1213, 641])
[2025-07-14 11:51:08.639 | Frame 23] Detected VEHICLE: Truck 0.87 (Conf: 0.87, BBox: [587, 457, 834, 638])
[2025-07-14 11:51:08.639 | Frame 23] Detected FIRE: FIRE 0.76 (Conf: 0.76, BBox: [277, 176, 470, 270])
[2025-07-14 11:51:08.639 | Frame 23] Detected FIRE: FIRE 0.45 (Conf: 0.45, BBox: [655, 145, 827, 262])
[2025-07-14 11:51:09.399 | Frame 24] Detected HUMAN: Person 0.94 (Conf: 0.94, BBox: [198, 373, 378, 679])
[2025-07-14 11:51:09.399 | Frame 24] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [363, 366, 551, 680])
[2025-07-14 11:51:09.399 | Frame 24] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [830, 499, 1057, 638])
[2025-07-14 11:51:09.399 | Frame 24] Detected VEHICLE: Car 0.89 (Conf: 0.89, BBox: [1032, 502, 1213, 639])
[2025-07-14 11:51:09.399 | Frame 24] Detected VEHICLE: Truck 0.84 (Conf: 0.84, BBox: [587, 455, 834, 638])
[2025-07-14 11:51:09.399 | Frame 24] Detected FIRE: FIRE 0.71 (Conf: 0.71, BBox: [288, 194, 465, 273])
[2025-07-14 11:51:09.399 | Frame 24] Detected FIRE: FIRE 0.59 (Conf: 0.59, BBox: [667, 143, 822, 242])
[2025-07-14 11:51:10.150 | Frame 25] Detected HUMAN: Person 0.94 (Conf: 0.94, BBox: [198, 373, 378, 679])
[2025-07-14 11:51:10.150 | Frame 25] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [363, 366, 551, 679])
[2025-07-14 11:51:10.150 | Frame 25] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [1032, 502, 1213, 639])
[2025-07-14 11:51:10.150 | Frame 25] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [830, 499, 1057, 638])
[2025-07-14 11:51:10.150 | Frame 25] Detected VEHICLE: Truck 0.83 (Conf: 0.83, BBox: [587, 455, 834, 638])
[2025-07-14 11:51:10.150 | Frame 25] Detected FIRE: FIRE 0.73 (Conf: 0.73, BBox: [288, 193, 466, 273])
[2025-07-14 11:51:10.150 | Frame 25] Detected FIRE: FIRE 0.58 (Conf: 0.58, BBox: [667, 143, 822, 242])
[2025-07-14 11:51:10.900 | Frame 26] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [198, 373, 378, 678])
[2025-07-14 11:51:10.900 | Frame 26] Detected HUMAN: Person 0.91 (Conf: 0.91, BBox: [364, 365, 552, 679])
[2025-07-14 11:51:10.900 | Frame 26] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1031, 501, 1213, 638])
[2025-07-14 11:51:10.900 | Frame 26] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [830, 498, 1057, 636])
[2025-07-14 11:51:10.900 | Frame 26] Detected VEHICLE: Truck 0.86 (Conf: 0.86, BBox: [588, 455, 834, 638])
[2025-07-14 11:51:10.900 | Frame 26] Detected FIRE: FIRE 0.74 (Conf: 0.74, BBox: [287, 185, 447, 271])
[2025-07-14 11:51:10.900 | Frame 26] Detected FIRE: FIRE 0.60 (Conf: 0.60, BBox: [655, 133, 822, 233])
[2025-07-14 11:51:10.900 | Frame 26] Detected FIRE: FIRE 0.35 (Conf: 0.35, BBox: [626, 133, 959, 315])
[2025-07-14 11:51:11.649 | Frame 27] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [198, 372, 379, 678])
[2025-07-14 11:51:11.649 | Frame 27] Detected HUMAN: Person 0.91 (Conf: 0.91, BBox: [365, 365, 550, 679])
[2025-07-14 11:51:11.649 | Frame 27] Detected VEHICLE: Car 0.91 (Conf: 0.91, BBox: [1033, 500, 1213, 638])
[2025-07-14 11:51:11.649 | Frame 27] Detected VEHICLE: Car 0.90 (Conf: 0.90, BBox: [831, 498, 1058, 636])
[2025-07-14 11:51:11.649 | Frame 27] Detected VEHICLE: Truck 0.89 (Conf: 0.89, BBox: [588, 455, 836, 639])
[2025-07-14 11:51:11.649 | Frame 27] Detected FIRE: FIRE 0.76 (Conf: 0.76, BBox: [284, 180, 434, 271])
[2025-07-14 11:51:11.649 | Frame 27] Detected FIRE: FIRE 0.61 (Conf: 0.61, BBox: [658, 125, 821, 236])
[2025-07-14 11:51:12.392 | Frame 28] Detected HUMAN: Person 0.93 (Conf: 0.93, BBox: [198, 373, 379, 678])
[2025-07-14 11:51:12.392 | Frame 28] Detected HUMAN: Person 0.92 (Conf: 0.92, BBox: [365, 366, 544, 679])
